time,coin,side,price,size,fee,fee_token,closed_pnl,hash,oid,crossed,dir,start_pos,is_bid,size_usd,fair_value_0s,mo_fair_value_0s,fair_value_1s,mo_fair_value_1s,fair_value_5s,mo_fair_value_5s,fair_value_15s,mo_fair_value_15s,fair_value_60s,mo_fair_value_60s
2026-04-04 00:00:42.006,MON,sell,0.027295,1010.0,0.004135,USDC,0.0,0x0000000000000000000000000000000000000000000000000000000000000000,370083090520,False,Open Short,-37935.0,False,27.56795,0.0272920281770799,1.0887792343294844,0.0272920281770799,1.0887792343294844,0.0272878041850518,2.6363124924710934,0.0272629569142559,11.739544145117353,0.027209685936727,31.25629722403378
2026-04-04 00:02:32.923,MON,sell,0.027182,5343.0,0.021785,USDC,0.0,0x9fa897a22b13a766a1220438578aee02038b0087c616c638437142f4ea178151,370083615034,False,Open Short,-38945.0,False,145.233426,0.0271962584228779,-5.245538546794215,0.0271947818345323,-4.702315698732473,0.0271959957304751,-5.148896503237577,0.0272002038097282,-6.697008950113936,0.0271855403800151,-1.302472229820495
2026-04-04 00:03:39.339,MON,sell,0.027214,3632.0,0.014826,USDC,0.0,0xd0dc3da69d093032d2550438578e83020659008c380c4f0474a4e8f95c0d0a1d,370083870213,False,Open Short,-44288.0,False,98.841248,0.0271885911649641,9.336677826081718,0.0271885911649641,9.336677826081718,0.0271657504342296,17.729685371646873,0.0271660408803986,17.622958624751163,0.0271646913896445,18.118839698501034
2026-04-04 00:05:42.010,MON,sell,0.027136,1010.0,0.004111,USDC,0.0,0x0000000000000000000000000000000000000000000000000000000000000000,370085287974,False,Open Short,-47920.0,False,27.40736,0.0271168043904071,7.0738537709680305,0.0271168043904071,7.0738537709680305,0.0271167131306038,7.107484299897493,0.0271217332393913,5.257503172427791,0.0271159517655237,7.388058105948225
2026-04-04 00:06:02.978,MON,sell,0.027136,3705.0,0.01508,USDC,0.0,0x8821294ae43b6739899a043857965c02014700307f3e860b2be9d49da33f4124,370085287974,False,Open Short,-48930.0,False,100.53888,0.0271266588338929,3.4423518967796607,0.0271165081996285,7.183004264261772,0.0271160951872019,7.335205187979366,0.0271159107093181,7.403187898695762,0.0271218825119537,5.202494120835066
2026-04-04 00:06:02.978,MON,sell,0.027136,2631.0,0.010709,USDC,0.0,0x06427a526401b3a407bc043857965c02014c0037ff04d276aa0b25a523058d8e,370085287974,False,Open Short,-52635.0,False,71.394816,0.0271266588338929,3.4423518967796607,0.0271165081996285,7.183004264261772,0.0271160951872019,7.335205187979366,0.0271159107093181,7.403187898695762,0.0271218825119537,5.202494120835066
2026-04-04 00:10:34.186,MON,sell,0.027265,2753.0,0.011259,USDC,0.0,0x397b1b627263748b3af4043857a57c02018200480d66935ddd43c6b531674e75,370087381920,False,Open Short,-55266.0,False,75.060545,0.0272986246613539,-12.332536715164988,0.0273286689752079,-23.351907283293283,0.0273363024593579,-26.151644730569856,0.0273312957154776,-24.315318348651083,0.0273377598750684,-26.686181943296194
2026-04-04 00:11:33.524,MON,sell,0.027359,35941.0,0.147496,USDC,0.0,0xbbe28c4f3398576bbd5c043857a8c40201a50034ce9b763d5fab37a1f29c3156,370087444138,False,Open Short,-58019.0,False,983.3098190000001,0.0273649355448532,-2.1695035831714726,0.0273373948264441,7.896916391644249,0.0273319449005169,9.88892118977347,0.0273694908516176,-3.8345157416563858,0.0273151644963291,16.02233402935194
2026-04-04 00:11:39.986,MON,sell,0.027358,3658.0,0.015011,USDC,0.0,0xbf393dbf1f9f265ec0b2043857a9210201d400a4ba9245306301e911de930049,370087955994,False,Open Short,-93960.0,False,100.075564,0.0273607820916154,-1.016920686964795,0.0273663495331957,-3.051953065174029,0.027369938461239,-4.363791665691341,0.0273700642779977,-4.409780684881959,0.027323743348477,12.5216212892032
2026-04-04 00:11:40.328,MON,sell,0.027358,34815.0,0.14287,USDC,0.0,0x04cc458833874cd60646043857a926020192006dce8a6ba8a894f0daf28b26c0,370087955994,False,Open Short,-97618.0,False,952.4687700000001,0.0273607820916154,-1.016920686964795,0.0273663495331957,-3.051953065174029,0.0273693749861844,-4.157828125008756,0.0273700642779977,-4.409780684881959,0.027323743348477,12.5216212892032
